"PID","cond","antiest","ampride","trustgov","demsatis","radchange","distrust","discontent","top_value_char","response","exclude","val_1","val_2","val_3","val_4","val_5","antiest_1","antiest_2","antiest_3","antiest_4R","vote_bin","vote_who","vote_whoelse","PartyID7","PartyID5","IDEO","GENDER","AGE","RACETHNICITY","EDUC5","INCOME","order_dvs_first","order_dvs_second","order_dvs_third","order_dvs_fourth","order_dvs_fifth","STATE","RELIG","EMPLOY","REGION4","REGION9","STARTDT"
9218,"kept",5.5,3,3,2,5,5,5.16666666666667,"Right to secuity","Goverment making sure that you are not imdmeidated by who you are and keeping our country safe from outside threats of war",0,"Right to secuity","Right to live cofertably","Freedom to pratice what relgion you want","Right to be treated fairly","Equal oppuity for all",7,6,4,5,"vote","harris",NA,2,1,2,"male",34,"white/non-hisp","some coll","$85,000 to $99,999","trustgov","radchange","antiest","ampride","demsatis","FL",10,1,3,5,"11/20/2024 10:39"
9222,"ctrl",3.5,5,5,6,3,3,3.16666666666667,"Pursuit of happiness","To pursue your dreams as long as it does harm others. That’s itbbbbbbbbbbbnnnnbbnnnnnnnnnnnnnnnnnnmm",0,"Pursuit of happiness","Freedom of religion","Freedom of speech","Right to bear arms","Voting",3,4,4,3,"vote","trump",NA,6,5,3,"female",64,"hisp","some coll","$60,000 to $74,999","ampride","trustgov","radchange","demsatis","antiest","TX",1,1,3,7,"11/19/2024 21:50"
9233,"ctrl",4.5,2,2,1,7,6,5.83333333333333,"Equality for all","Any person no matter the age color of skin or identity has the same opportunities the same rights without discrimination",0,"Freedom for all","Equality for all","Land of opportunity","Rights of the people","Justice for all",5,4,7,2,"no vote",NA,NA,4,3,2,"male",19,"hisp","HS","$50,000 to $59,999","demsatis","ampride","radchange","antiest","trustgov","CA",10,1,4,9,"11/19/2024 16:50"
9238,"brkn",6.25,2,2,4,5,6,5.75,"Individual equality","Systemic racism and categorical othering is still commonplace, inherent in conditioning and implicit bias over many years. Outgroups are created, stereotypes assigned, judgements passed, with minorities and poor people adversely effected in housing, education, healthcare, and opportunities.",0,"Freedom","Individual equality","Autonomy or independence","Pursuit of happiness","Liberty",7,6,6,6,"vote","harris",NA,3,2,3,"male",44,"white/non-hisp","masters","$200,000 or more","demsatis","antiest","trustgov","ampride","radchange","ID",3,2,4,8,"11/22/2024 20:53"
9243,"ctrl",3.5,4,4,3,3,4,3.5,"Rule of law","Everyone respects and will abide by court adjudication of rights and duties. Public officials, including judges and prosecutors will try to be as impartial as they can and make decisions based upon neutral principals of law and evidence.",0,"Individual freedom","Rule of law","Religious neutrality","Representative democracy","Federalism",5,3,3,3,"vote","harris",NA,1,1,1,"male",67,"white/non-hisp","masters","$200,000 or more","radchange","ampride","demsatis","antiest","trustgov","SC",1,1,3,5,"11/19/2024 20:42"
9244,"ctrl",4.75,5,2,2,4,6,4.91666666666667,"Freedom from discrimination based on sex, gender, age, etc","Able to apply for a job or loan based on your financial background - not based on your sex or color of your skin.",0,"Free to voice your opinions without retribution","Freedom from discrimination based on sex, gender, age, etc","Ability to vote in a democratic society","Pass laws and amendments for the betterment of it’s citizens","Independence",4,5,5,5,"no vote",NA,NA,6,5,3,"male",62,"asian/non-hisp","bachelors","$175,000 to $199,999","antiest","demsatis","radchange","ampride","trustgov","CA",11,5,4,9,"11/19/2024 15:15"
9245,"kept",5.25,2,2,2,6,6,5.75,"Freedom","The bill of rights ensures freedoms that are fundamental to democracy. Despite attempts to limit it, America still shines bright in ensuring freedom of speech, assembly, religion and more.",0,"Freedom","Equality","Upward Mobility","Independence","Self determination",6,6,5,4,"vote","other","Bowman",3,2,1,"female",33,"white/non-hisp","bachelors","$100,000 to $124,999","radchange","trustgov","demsatis","ampride","antiest","TN",9,2,3,6,"11/21/2024 23:11"
9247,"ctrl",7,3,1,1,7,7,7,"Trust","Trust is being able to rely on someone and know they will do what they say they going to do and always tell you the truth",0,"Trust","Family","Equality","Unity","Don't know",7,7,7,7,"vote","harris",NA,1,1,3,"female",52,"black/non-hisp","some coll","$5,000 to $9,999","antiest","demsatis","ampride","trustgov","radchange","FL",1,1,3,5,"11/23/2024 23:38"
9256,"ctrl",4.75,3,4,5,5,4,4.58333333333333,"Democracy","Freedom to do as you want and to have a chance to live the Americas dream and not to to be judged on the color of your skin.",0,"Strength","Pride","Power","Democracy","Freedom",5,5,5,4,"no vote",NA,NA,1,1,2,"male",67,"black/non-hisp","HS","$20,000 to $24,999","trustgov","ampride","demsatis","antiest","radchange","TN",1,5,3,6,"11/20/2024 10:30"
9265,"brkn",5.75,4,5,2,5,3,4.58333333333333,"all men are created equal","There is a schism in this country. People are not valued as human beings. There is a superiority and evilness among many people in this world.",0,"freedom of speech","religious freedom","liberty","pursuit of happiness","all men are created equal",6,6,6,5,"vote","harris",NA,1,1,3,"female",64,"white/non-hisp","masters","$85,000 to $99,999","demsatis","radchange","trustgov","antiest","ampride","MA",2,1,1,1,"11/19/2024 18:22"
9281,"brkn",6,1,3,1,7,5,6,"Ethics","We have elected a convicted felon to be lead our country. How is that ethical? The Supreme Court has no ethics as they have given him immunity from any wrongdoing.",0,"Truth","Honesty","Fairness","Ethics","Freedom",6,7,4,7,"vote","harris",NA,3,2,3,"female",67,"white/non-hisp","some coll","$200,000 or more","radchange","ampride","demsatis","trustgov","antiest","CA",11,5,4,9,"11/22/2024 6:59"
9293,"kept",6.25,5,3,2,6,5,5.75,"doing the right thing","doing best for the country and taking care of our people in the United States. Working hard and as a team to make the United States the best place possible",0,"integrity","Under God","Having morals","doing the right thing","Being honest",7,5,7,6,"vote","trump",NA,7,5,5,"female",52,"hisp","some coll","$125,000 to $149,999","demsatis","antiest","radchange","trustgov","ampride","CA",12,1,4,9,"11/19/2024 19:02"
9299,"ctrl",4,3,1,4,4,7,5,"Health","Helth is the most important in life. The us will need to make us cleaner and inexpensive food for our health",0,"Health","Time","Money","Family","Food",4,4,4,4,"no vote",NA,NA,4,3,4,"female",29,"hisp","less HS","$60,000 to $74,999","trustgov","antiest","demsatis","radchange","ampride","CA",2,1,4,9,"11/24/2024 11:54"
9304,"brkn",3.75,5,5,6,3,3,3.25,"Freedom of speech","Not tolerating other’s policies or actions. Over comparing of extreme minorities request. Having a bias liberal press and tv.",0,"Freedom of speech","Freedom of expression freedom of religion","Freedom of expression","Freedom of press","Freedom of choice",4,4,2,5,"vote","trump",NA,6,5,4,"male",75,"white/non-hisp","masters","$75,000 to $84,999","ampride","demsatis","trustgov","radchange","antiest","MO",2,5,2,4,"11/20/2024 8:20"
9312,"kept",6.25,3,4,4,4,4,4.75,"diversity","there is a variety of people here in the united states. a lot of ethnic groups with equal opportunities.",0,"education","economy","freedom","diversity","freedom of expression",5,7,7,6,"vote","trump",NA,7,5,4,"female",35,"white/non-hisp","some coll","$40,000 to $49,999","demsatis","trustgov","radchange","ampride","antiest","MI",12,1,2,3,"11/23/2024 23:15"
9313,"brkn",5.75,2,2,2,5,6,5.58333333333333,"Voice in government","Too much money in politics -- this unfairly shapes the perceptions of voters, based on who has more campaign money",0,"Freedom from tyranny","Voice in government","Equality under law","Equal opportunity","Social mobility",7,5,5,6,"vote","harris",NA,2,1,3,"male",56,"asian/non-hisp","masters","$40,000 to $49,999","demsatis","antiest","radchange","ampride","trustgov","CA",11,5,4,9,"11/20/2024 11:37"
9321,"kept",5,4,3,6,5,5,5,"Liberty","The United States allows its citizens to vote and live life as they want to. You can choose a job or where you want to live. You have various freedoms with laws and protections in place, so that you do not violate the law or rights of others.",0,"Liberty","Justice","Equality","Happiness","Freedom",5,5,5,5,"vote",NA,NA,7,5,4,"female",34,"white/non-hisp","masters","$35,000 to $39,999","ampride","radchange","trustgov","antiest","demsatis","FL",1,1,3,5,"11/28/2024 17:46"
9322,"ctrl",4.75,5,2,2,4,6,4.91666666666667,"The American way","Work, education and freedom of speech. The right to keep and bear arms against a tyrannical government",0,"Freedom of speech","Truth","Justice","The American way","98",4,5,5,5,"vote","trump",NA,5,4,5,"male",69,"white/non-hisp","some coll","$100,000 to $124,999","trustgov","antiest","demsatis","ampride","radchange","OR",12,1,4,9,"11/20/2024 16:30"
9323,"ctrl",3.5,3,3,2,2,5,3.5,"Freedom","Ability to live life free of coercion by others. Ability to vote freely, live without fear, be protected from harm, be respected, free to express and live by one’s believes, freedom  to travel",0,"Freedom","Civil rights","Free speech","Liberty","Equality",6,3,2,3,"vote","harris",NA,1,1,3,"female",78,"white/non-hisp","masters","$150,000 to $174,999","radchange","demsatis","antiest","ampride","trustgov","KS",9,5,2,4,"11/20/2024 17:19"
9337,"ctrl",4.75,3,2,2,5,6,5.25,"Freedom","The ability to live your life the way you wish to live without boundaries or burdens. To do what you want how you want when you want.",0,"Freedom","Strength","Community","Wealth","Family",5,4,5,5,"vote","trump",NA,5,4,3,"female",41,"white/non-hisp","bachelors","$75,000 to $84,999","antiest","demsatis","radchange","trustgov","ampride","DE",1,1,3,5,"11/19/2024 18:06"
9341,"ctrl",4.25,4,3,4,4,5,4.41666666666667,"Freedom of religion","I have the ability to go to church if I choose. I can believe in the God I choose to believe in. I am not forced into a religion that I do not believe in.",0,"Freedom of religion","Right to own weapons","Pursuit of happiness","Ability to make money","To live free",2,5,4,6,"vote","trump",NA,6,5,4,"male",59,"white/non-hisp","some coll","$50,000 to $59,999","ampride","antiest","demsatis","radchange","trustgov","NE",1,1,2,4,"11/22/2024 9:15"
9361,"kept",4,5,3,6,1,5,3.33333333333333,"Freedom","Everyone has the right to freedom, unless they have committed a crime. We can go about our days as we wish.",0,"Equality","Justice","Freedom","Truth","Diversity",5,4,4,3,"vote","harris",NA,1,1,1,"female",65,"white/non-hisp","bachelors","$35,000 to $39,999","radchange","trustgov","demsatis","antiest","ampride","WI",1,1,2,3,"11/19/2024 18:23"
9363,"brkn",5,4,2,2,6,6,5.66666666666667,"Freedom on speech","The freedom of speech has become more biased towards liberal speech versus the protection of all speech as conservative. Speech is often more subjected to government criticism, then blanketed for all.",0,"Freedom on speech","Right to bear arms","Separation of church and state","Representation on taxation","Pursuit of happiness",2,7,6,5,"vote","trump",NA,7,5,5,"male",40,"white/non-hisp","some coll","$60,000 to $74,999","radchange","ampride","antiest","trustgov","demsatis","WV",12,1,3,5,"11/19/2024 19:20"
9381,"ctrl",7,3,1,1,7,7,7,"Kill Indegnious People","Kill the natives people that live in this land. Move native people to take the land that has the most resources. Deny everything in the future.",0,"Be Greedy","Be Racist","Be Slave Owners","Kill Indegnious People","Take From People",7,7,7,7,"vote","harris",NA,4,3,3,"male",43,"hisp","some coll","$20,000 to $24,999","antiest","trustgov","radchange","ampride","demsatis","CA",9,6,4,9,"11/27/2024 13:24"
9385,"ctrl",6.25,5,2,1,7,6,6.41666666666667,"Limited government","Well in my opinion limited government is less government,  they have over four million federal government employees and they could probably cut 25 % of them and pull some of these jobs in a less expensive area then DC cost of living is very high",0,"Individualism","Equality","Limited government","Rule of law","Liberty",6,6,6,7,"vote","trump",NA,7,5,4,"male",59,"white/non-hisp","HS","$85,000 to $99,999","antiest","trustgov","radchange","demsatis","ampride","NY",4,6,1,2,"11/20/2024 20:15"
9388,"ctrl",6,5,2,4,7,6,6.33333333333333,"Love","I need love to be shown. Love is essential in a relationship, in life. Love doesn't only have to be sexual, it could be by a hug, by taking the time to spend with someone, to enjoy doing things together as one of a family.",0,"Love","Loyalty","Kindness","Respect","Communication",7,7,7,3,"vote","harris",NA,1,1,3,"female",48,"hisp","less HS","$5,000 to $9,999","trustgov","demsatis","radchange","antiest","ampride","FL",2,6,3,5,"11/19/2024 19:54"
9393,"brkn",5.25,4,4,3,4,4,4.41666666666667,"Freedom","Some people live in fear of freedom being taken away. For example-immigrants or undocumented and inmates with long sentences for drug position.",0,"Freedom","Peace","Equality","Living quarters","Food",6,5,5,5,"vote","harris",NA,1,1,2,"female",68,"white/non-hisp","some coll","$100,000 to $124,999","antiest","ampride","demsatis","trustgov","radchange","CA",2,5,4,9,"11/22/2024 7:43"
9400,"ctrl",4.25,5,3,NA,4,5,4.41666666666667,"freedom","Freedom is not being controlled by anyone or group no one can tell you what you have to do or how to be",0,"freedom","justice","democratic government","equality","effective governance",5,3,5,4,"no vote",NA,NA,4,3,NA,"female",37,"hisp","less HS","$10,000 to $14,999","ampride","trustgov","demsatis","antiest","radchange","NM",11,1,4,8,"11/21/2024 17:54"
9406,"brkn",5.75,1,2,4,5,6,5.58333333333333,"Equality","Overturn of Roe vs Wade. Election of a Racist, a Terrorist, and a Criminal into Power. Anti-LGBT laws and policies. Police Brutality against Minorities. Removal of Rights and the Treatment/Deportation of Immigrants, both legal and illegal.",0,"Liberty","Independence","Equality","Justice","Union",7,6,4,6,"vote","harris",NA,2,1,2,"female",24,"hisp","some coll","$15,000 to $19,999","antiest","ampride","demsatis","radchange","trustgov","FL",10,7,3,5,"11/24/2024 17:41"
9408,"ctrl",5,5,3,7,3,5,4.33333333333333,"Power in the people","We the people being able to make our decisions ourselves. The government is not the power, the power is the people.",0,"All people created equal","Being self reliant","The pursuit of happiness","Freedom of speach","Power in the people",4,5,6,5,"vote","trump",NA,5,4,3,"female",33,"black/non-hisp","some coll","$40,000 to $49,999","antiest","trustgov","demsatis","radchange","ampride","CA",12,1,4,9,"11/19/2024 17:12"
